Date,IWM_Close,TrendUp,InDay,Entry,OutDay,Position,StopLevel,MTM,Equity
2000-09-06,40.34404,---,---,,---,0,,0.0,10000.0
2000-09-07,40.94409,---,---,,---,0,,0.0,10000.0
2000-09-08,40.23814,---,---,,---,0,,0.0,10000.0
2000-09-11,40.28521,---,---,,---,0,,0.0,10000.0
2000-09-12,40.15579,---,---,,---,0,,0.0,10000.0
2000-09-13,40.35578,---,---,,---,0,,0.0,10000.0
2000-09-14,40.59111,---,---,,---,0,,0.0,10000.0
2000-09-15,39.83814,---,---,,---,0,,0.0,10000.0
2000-09-18,38.89688,---,---,,---,0,,0.0,10000.0
2000-09-19,39.53222,---,---,,---,0,,0.0,10000.0
2000-09-20,39.21809,---,---,,---,0,,0.0,10000.0
2000-09-21,38.48616,---,---,,---,0,,0.0,10000.0
2000-09-22,38.98199,---,---,,---,0,,0.0,10000.0
2000-09-25,39.02919,---,---,,---,0,,0.0,10000.0
2000-09-26,38.47433,---,---,,---,0,,0.0,10000.0
2000-09-27,38.29724,---,---,,---,0,,0.0,10000.0
2000-09-28,39.33616,---,---,,---,0,,0.0,10000.0
2000-09-29,39.14727,---,---,,---,0,,0.0,10000.0
2000-10-02,38.50975,---,---,,---,0,,0.0,10000.0
2000-10-03,37.94899,---,---,,---,0,,0.0,10000.0
2000-10-04,38.21461,---,---,,---,0,,0.0,10000.0
2000-10-05,37.82504,---,---,,---,0,,0.0,10000.0
2000-10-06,36.90419,---,---,,---,0,,0.0,10000.0
2000-10-09,36.82154,---,---,,---,0,,0.0,10000.0
2000-10-10,35.93614,---,---,,---,0,,0.0,10000.0
2000-10-11,35.8181,---,---,,---,0,,0.0,10000.0
2000-10-12,34.73197,---,---,,---,0,,0.0,10000.0
2000-10-13,36.0778,---,---,,---,0,,0.0,10000.0
2000-10-16,36.36113,---,---,,---,0,,0.0,10000.0
2000-10-17,35.44622,---,---,,---,0,,0.0,10000.0
2000-10-18,35.15698,---,---,,---,0,,0.0,10000.0
2000-10-19,36.24308,---,---,,---,0,,0.0,10000.0
2000-10-20,36.7035,---,---,,---,0,,0.0,10000.0
2000-10-23,37.06947,---,---,,---,0,,0.0,10000.0
2000-10-24,36.52641,---,---,,---,0,,0.0,10000.0
2000-10-25,35.71183,---,---,,---,0,,0.0,10000.0
2000-10-26,36.26669,---,---,,---,0,,0.0,10000.0
2000-10-27,36.29032,---,---,,---,0,,0.0,10000.0
2000-10-30,36.45559,---,---,,---,0,,0.0,10000.0
2000-10-31,37.40002,---,---,,---,0,,0.0,10000.0
2000-11-01,37.42363,---,---,,---,0,,0.0,10000.0
2000-11-02,38.32088,---,---,,---,0,,0.0,10000.0
2000-11-03,38.27365,---,---,,---,0,,0.0,10000.0
2000-11-06,37.9785,---,---,,---,0,,0.0,10000.0
2000-11-07,38.29724,---,---,,---,0,,0.0,10000.0
2000-11-08,37.61254,---,---,,---,0,,0.0,10000.0
2000-11-09,37.21115,---,---,,---,0,,0.0,10000.0
2000-11-10,36.26669,---,---,,---,0,,0.0,10000.0
2000-11-13,35.90074,---,---,,---,0,,0.0,10000.0
2000-11-14,36.76255,---,---,,---,0,,0.0,10000.0
2000-11-15,37.23475,---,---,,---,0,,0.0,10000.0
2000-11-16,36.15455,---,---,,---,0,,0.0,10000.0
2000-11-17,36.38476,---,---,,---,0,,0.0,10000.0
2000-11-20,35.44028,---,---,,---,0,,0.0,10000.0
2000-11-21,35.23372,---,---,,---,0,,0.0,10000.0
2000-11-22,34.49584,---,---,,---,0,,0.0,10000.0
2000-11-24,35.46391,---,---,,---,0,,0.0,10000.0
2000-11-27,35.56426,---,---,,---,0,,0.0,10000.0
2000-11-28,34.49584,---,---,,---,0,,0.0,10000.0
2000-11-29,34.40143,---,---,,---,0,,0.0,10000.0
2000-11-30,33.66948,---,---,,---,0,,0.0,10000.0
2000-12-01,34.42501,---,---,,---,0,,0.0,10000.0
2000-12-04,34.04726,---,---,,---,0,,0.0,10000.0
2000-12-05,35.70003,---,---,,---,0,,0.0,10000.0
2000-12-06,34.87364,---,---,,---,0,,0.0,10000.0
2000-12-07,34.7792,---,---,,---,0,,0.0,10000.0
2000-12-08,35.25142,---,---,,---,0,,0.0,10000.0
2000-12-11,36.85698,---,---,,---,0,,0.0,10000.0
2000-12-12,36.0542,---,---,,---,0,,0.0,10000.0
2000-12-13,35.3828,---,---,,---,0,,0.0,10000.0
2000-12-14,34.81948,---,---,,---,0,,0.0,10000.0
2000-12-15,34.62973,---,---,,---,0,,0.0,10000.0
2000-12-18,35.15153,---,---,,---,0,,0.0,10000.0
2000-12-19,34.53486,---,---,,---,0,,0.0,10000.0
2000-12-20,33.44378,---,---,,---,0,,0.0,10000.0
2000-12-21,33.70471,---,---,,---,0,,0.0,10000.0
2000-12-22,35.1041,---,---,,---,0,,0.0,10000.0
2000-12-26,35.30573,---,---,,---,0,,0.0,10000.0
2000-12-27,36.24263,---,---,,---,0,,0.0,10000.0
2000-12-28,37.40485,---,---,,---,0,,0.0,10000.0
2000-12-29,36.3375,---,---,,---,0,,0.0,10000.0
2001-01-02,35.06854,---,---,,---,0,,0.0,10000.0
2001-01-03,36.52131,---,---,,---,0,,0.0,10000.0
2001-01-04,36.05287,---,---,,---,0,,0.0,10000.0
2001-01-05,34.93809,---,---,,---,0,,0.0,10000.0
2001-01-08,35.05668,---,---,,---,0,,0.0,10000.0
2001-01-09,35.0033,---,---,,---,0,,0.0,10000.0
2001-01-10,36.12402,---,---,,---,0,,0.0,10000.0
2001-01-11,36.6162,---,---,,---,0,,0.0,10000.0
2001-01-12,36.717,---,---,,---,0,,0.0,10000.0
2001-01-16,37.45229,---,---,,---,0,,0.0,10000.0
2001-01-17,37.42857,---,---,,---,0,,0.0,10000.0
2001-01-18,37.57088,---,---,,---,0,,0.0,10000.0
2001-01-19,36.90675,---,---,,---,0,,0.0,10000.0
2001-01-22,37.16766,---,---,,---,0,,0.0,10000.0
2001-01-23,38.09269,---,---,,---,0,,0.0,10000.0
2001-01-24,37.95039,---,---,,---,0,,0.0,10000.0
2001-01-25,37.80807,---,---,,---,0,,0.0,10000.0
2001-01-26,37.80807,---,---,,---,0,,0.0,10000.0
2001-01-29,38.57656,---,---,,---,0,,0.0,10000.0
2001-01-30,38.82703,---,---,,---,0,,0.0,10000.0
2001-01-31,38.29195,---,---,,---,0,,0.0,10000.0
2001-02-01,38.57276,---,---,,---,0,,0.0,10000.0
2001-02-02,37.7113,---,---,,---,0,,0.0,10000.0
2001-02-05,37.78721,---,---,,---,0,,0.0,10000.0
2001-02-06,38.38681,---,---,,---,0,,0.0,10000.0
2001-02-07,38.4817,---,---,,---,0,,0.0,10000.0
2001-02-08,37.90486,---,---,,---,0,,0.0,10000.0
2001-02-09,37.4191,---,---,,---,0,,0.0,10000.0
2001-02-12,38.25399,---,---,,---,0,,0.0,10000.0
2001-02-13,37.89347,---,---,,---,0,,0.0,10000.0
2001-02-14,38.29195,---,---,,---,0,,0.0,10000.0
2001-02-15,38.4817,---,---,,---,0,,0.0,10000.0
2001-02-16,37.65059,---,---,,---,0,,0.0,10000.0
2001-02-20,37.21415,---,---,,---,0,,0.0,10000.0
2001-02-21,36.5652,---,---,,---,0,,0.0,10000.0
2001-02-22,36.05287,---,---,,---,0,,0.0,10000.0
2001-02-23,36.12878,---,---,,---,0,,0.0,10000.0
2001-02-26,36.92572,---,---,,---,0,,0.0,10000.0
2001-02-27,36.26159,---,---,,---,0,,0.0,10000.0
2001-02-28,35.7303,---,---,,---,0,,0.0,10000.0
2001-03-01,35.97696,---,---,,---,0,,0.0,10000.0
2001-03-02,36.07184,---,---,,---,0,,0.0,10000.0
2001-03-05,35.93902,---,---,,---,0,,0.0,10000.0
2001-03-06,36.47033,---,---,,---,0,,0.0,10000.0
2001-03-07,36.66008,---,---,,---,0,,0.0,10000.0
2001-03-08,36.35647,---,---,,---,0,,0.0,10000.0
2001-03-09,35.71152,---,---,,---,0,,0.0,10000.0
2001-03-12,34.7,---,---,,---,0,,0.0,10000.0
2001-03-13,35.06125,---,---,,---,0,,0.0,10000.0
2001-03-14,34.22465,---,---,,---,0,,0.0,10000.0
2001-03-15,34.09156,---,---,,---,0,,0.0,10000.0
2001-03-16,33.4641,---,---,,---,0,,0.0,10000.0
2001-03-19,34.33874,---,---,,---,0,,0.0,10000.0
2001-03-20,33.54016,---,---,,---,0,,0.0,10000.0
2001-03-21,33.0268,---,---,,---,0,,0.0,10000.0
2001-03-22,32.70356,---,---,,---,0,,0.0,10000.0
2001-03-23,33.55915,---,---,,---,0,,0.0,10000.0
2001-03-26,34.0155,---,---,,---,0,,0.0,10000.0
2001-03-27,34.28929,---,---,,---,0,,0.0,10000.0
2001-03-28,33.36905,---,---,,---,0,,0.0,10000.0
2001-03-29,33.42607,---,---,,---,0,,0.0,10000.0
2001-03-30,34.07255,---,---,,---,0,,0.0,10000.0
2001-04-02,33.27398,---,---,,---,0,,0.0,10000.0
2001-04-03,32.14457,---,---,,---,0,,0.0,10000.0
2001-04-04,32.24724,---,---,,---,0,,0.0,10000.0
2001-04-05,33.80635,---,---,,---,0,,0.0,10000.0
2001-04-06,32.85566,---,---,,---,0,,0.0,10000.0
2001-04-09,33.5782,---,---,,---,0,,0.0,10000.0
2001-04-10,34.37675,---,---,,---,0,,0.0,10000.0
2001-04-11,34.14861,---,---,,---,0,,0.0,10000.0
2001-04-12,34.5669,---,---,,---,0,,0.0,10000.0
2001-04-16,33.94326,---,---,,---,0,,0.0,10000.0
2001-04-17,34.49085,---,---,,---,0,,0.0,10000.0
2001-04-18,35.49858,---,---,,---,0,,0.0,10000.0
2001-04-19,35.89406,---,---,,---,0,,0.0,10000.0
2001-04-20,35.47575,---,---,,---,0,,0.0,10000.0
2001-04-23,34.8331,---,---,,---,0,,0.0,10000.0
2001-04-24,35.09929,---,---,,---,0,,0.0,10000.0
2001-04-25,35.85982,---,---,,---,0,,0.0,10000.0
2001-04-26,36.37318,---,---,,---,0,,0.0,10000.0
2001-04-27,36.84853,---,---,,---,0,,0.0,10000.0
2001-04-30,36.88657,---,---,,---,0,,0.0,10000.0
2001-05-01,37.34291,UP,---,,---,0,,0.0,10000.0
2001-05-02,37.24784,UP,---,,---,0,,0.0,10000.0
2001-05-03,36.78771,UP,---,,---,0,,0.0,10000.0
2001-05-04,37.30488,UP,---,,---,0,,0.0,10000.0
2001-05-07,37.07671,UP,---,,---,0,,0.0,10000.0
2001-05-08,37.26685,UP,---,,---,0,,0.0,10000.0
2001-05-09,37.03869,UP,---,,---,0,,0.0,10000.0
2001-05-10,37.07671,UP,---,,---,0,,0.0,10000.0
2001-05-11,36.85617,UP,---,,---,0,,0.0,10000.0
2001-05-14,36.84853,UP,---,,---,0,,0.0,10000.0
2001-05-15,37.20981,UP,---,,---,0,,0.0,10000.0
2001-05-16,37.92474,UP,---,,---,0,,0.0,10000.0
2001-05-17,38.31641,UP,---,,---,0,,0.0,10000.0
2001-05-18,38.46472,UP,---,,---,0,,0.0,10000.0
2001-05-21,39.13018,UP,---,,---,0,,0.0,10000.0
2001-05-22,39.32034,UP,---,,---,0,,0.0,10000.0
2001-05-23,38.40767,UP,---,,---,0,,0.0,10000.0
2001-05-24,38.80696,UP,---,,---,0,,0.0,10000.0
2001-05-25,38.52176,UP,---,,---,0,,0.0,10000.0
2001-05-29,38.0274,UP,---,,---,0,,0.0,10000.0
2001-05-30,37.53302,UP,BUY,37.989349,---,263,32.9454253263963,-120.01452699999912,9879.985473
2001-05-31,37.68517,UP,---,37.989349,---,263,33.07622918173891,-79.9990769999994,9920.000923
2001-06-01,38.13007,UP,---,37.989349,---,263,33.1681306130036,37.00962300000166,10037.009623000002
2001-06-04,38.62825,UP,---,37.989349,---,263,33.57688794972367,168.0309630000011,10168.030963000001
2001-06-05,39.16822,UP,---,37.989349,---,263,34.30021406157094,310.0430730000002,10310.043073
2001-06-06,38.92105,UP,---,37.989349,---,263,34.31593521207265,245.03736300000102,10245.037363000001
2001-06-07,39.08456,UP,---,37.989349,---,263,34.31593521207265,288.0404930000016,10288.040493000002
2001-06-08,38.85728,UP,---,37.989349,---,263,34.31593521207265,228.26585300000153,10228.265853
2001-06-11,38.34251,UP,---,37.989349,---,263,34.31593521207265,92.88134300000002,10092.881343
2001-06-12,38.43782,UP,---,37.989349,EXP,263,34.31593521207265,117.9478730000013,10117.947873000001
2001-06-13,38.38446,UP,---,,---,0,,0.0,10117.947873000001
2001-06-14,37.42731,UP,---,,---,0,,0.0,10117.947873000001
2001-06-15,37.65612,UP,BUY,37.370124,---,270,33.04468464274434,77.21892000000118,10195.166793000002
2001-06-18,37.37011,UP,---,37.370124,---,270,33.323451953367204,-0.0037800000000487444,10117.944093
2001-06-19,37.25573,UP,---,37.370124,---,270,33.62840401486082,-30.88637999999925,10087.061493000001
2001-06-20,37.69423,UP,---,37.370124,---,270,33.779405119077765,87.50862000000012,10205.456493000002
2001-06-21,37.74763,UP,---,37.370124,---,270,34.22579459816891,101.92662000000105,10219.874493000001
2001-06-22,37.06504,UP,---,37.370124,---,270,34.43638249967679,-82.3726799999983,10035.575193000002
2001-06-25,36.80577,UP,---,37.370124,---,270,34.57996461277817,-152.3755799999985,9965.572293000001
2001-06-26,37.37011,UP,---,37.370124,---,270,34.7578932963435,-0.0037800000000487444,10117.944093
2001-06-27,37.73236,UP,---,37.370124,---,270,34.907589843643386,97.80372000000078,10215.751593
2001-06-28,38.20903,UP,---,37.370124,EXP,270,35.59280535896875,226.5046200000004,10344.452493
2001-06-29,38.85728,UP,---,,---,0,,0.0,10344.452493
2001-07-02,37.98023,UP,---,,---,0,,0.0,10344.452493
2001-07-03,37.75144,UP,---,,---,0,,0.0,10344.452493
2001-07-05,37.25573,UP,---,,---,0,,0.0,10344.452493
2001-07-06,36.56932,UP,---,,---,0,,0.0,10344.452493
2001-07-09,36.91251,UP,BUY,36.70278,---,281,34.94982812317678,58.93413000000012,10403.386623
2001-07-10,36.22614,UP,---,36.70278,---,281,35.09630171740155,-133.93583999999893,10210.516653000002
2001-07-11,36.22614,---,---,36.70278,---,281,35.09630171740155,-133.93583999999893,10210.516653000002
2001-07-12,37.11462,---,---,36.70278,---,281,35.18805929830487,115.72704000000144,10460.179533000002
2001-07-13,37.29385,UP,---,36.70278,---,281,35.44647681912019,166.09067000000056,10510.543163000002
2001-07-16,36.66466,UP,---,36.70278,---,281,35.44647681912019,-10.711719999999794,10333.740773000001
2001-07-17,37.38919,UP,---,36.70278,---,281,35.44647681912019,192.8812100000006,10537.333703000002
2001-07-18,36.68374,UP,---,36.70278,---,281,35.44647681912019,-5.350239999999111,10339.102253000003
2001-07-19,36.98879,UP,---,36.70278,---,281,35.44647681912019,80.36881000000128,10424.821303000002
2001-07-20,36.98879,UP,---,36.70278,EXP,281,35.44647681912019,80.36881000000128,10424.821303000002
2001-07-23,36.72186,UP,---,,---,0,,0.0,10424.821303000002
2001-07-24,36.11172,UP,---,,---,0,,0.0,10424.821303000002
2001-07-25,36.32145,---,---,,---,0,,0.0,10424.821303000002
2001-07-26,36.85532,---,---,,---,0,,0.0,10424.821303000002
2001-07-27,36.79812,UP,---,,---,0,,0.0,10424.821303000002
2001-07-30,36.74092,UP,---,,---,0,,0.0,10424.821303000002
2001-07-31,36.69515,UP,---,,---,0,,0.0,10424.821303000002
2001-08-01,37.25573,UP,---,,---,0,,0.0,10424.821303000002
2001-08-02,37.14132,UP,---,,---,0,,0.0,10424.821303000002
2001-08-03,37.04599,UP,---,,---,0,,0.0,10424.821303000002
2001-08-06,36.53118,UP,---,,---,0,,0.0,10424.821303000002
2001-08-07,36.56932,UP,---,,---,0,,0.0,10424.821303000002
2001-08-08,35.74947,UP,---,,---,0,,0.0,10424.821303000002
2001-08-09,36.11172,---,---,,---,0,,0.0,10424.821303000002
2001-08-10,36.0736,---,---,,---,0,,0.0,10424.821303000002
2001-08-13,36.37866,---,---,,---,0,,0.0,10424.821303000002
2001-08-14,36.49306,---,---,,---,0,,0.0,10424.821303000002
2001-08-15,36.4473,UP,---,,---,0,,0.0,10424.821303000002
2001-08-16,36.68374,UP,---,,---,0,,0.0,10424.821303000002
2001-08-17,36.11172,UP,---,,---,0,,0.0,10424.821303000002
2001-08-20,36.51213,---,---,,---,0,,0.0,10424.821303000002
2001-08-21,35.88292,UP,---,,---,0,,0.0,10424.821303000002
2001-08-22,36.35959,---,---,,---,0,,0.0,10424.821303000002
2001-08-23,35.88292,---,---,,---,0,,0.0,10424.821303000002
2001-08-24,36.6456,---,---,,---,0,,0.0,10424.821303000002
2001-08-27,36.51213,UP,---,,---,0,,0.0,10424.821303000002
2001-08-28,36.11172,UP,---,,---,0,,0.0,10424.821303000002
2001-08-29,35.95919,---,---,,---,0,,0.0,10424.821303000002
2001-08-30,35.50543,---,---,,---,0,,0.0,10424.821303000002
2001-08-31,35.80286,---,---,,---,0,,0.0,10424.821303000002
2001-09-04,35.46348,---,---,,---,0,,0.0,10424.821303000002
2001-09-05,35.2156,---,---,,---,0,,0.0,10424.821303000002
2001-09-06,34.39576,---,---,,---,0,,0.0,10424.821303000002
2001-09-07,33.75894,---,---,,---,0,,0.0,10424.821303000002
2001-09-10,33.49964,---,---,,---,0,,0.0,10424.821303000002
2001-09-17,31.84085,---,---,,---,0,,0.0,10424.821303000002
2001-09-18,31.32608,---,---,,---,0,,0.0,10424.821303000002
2001-09-19,30.56723,---,---,,---,0,,0.0,10424.821303000002
2001-09-20,29.40417,---,---,,---,0,,0.0,10424.821303000002
2001-09-21,28.85126,---,---,,---,0,,0.0,10424.821303000002
2001-09-24,29.74355,---,---,,---,0,,0.0,10424.821303000002
2001-09-25,30.10584,---,---,,---,0,,0.0,10424.821303000002
2001-09-26,29.65967,---,---,,---,0,,0.0,10424.821303000002
2001-09-27,30.13633,---,---,,---,0,,0.0,10424.821303000002
2001-09-28,30.58248,---,---,,---,0,,0.0,10424.821303000002
2001-10-01,30.42708,---,---,,---,0,,0.0,10424.821303000002
2001-10-02,30.76008,---,---,,---,0,,0.0,10424.821303000002
2001-10-03,31.46047,---,---,,---,0,,0.0,10424.821303000002
2001-10-04,31.77431,---,---,,---,0,,0.0,10424.821303000002
2001-10-05,31.61355,---,---,,---,0,,0.0,10424.821303000002
2001-10-08,31.32651,---,---,,---,0,,0.0,10424.821303000002
2001-10-09,31.06624,---,---,,---,0,,0.0,10424.821303000002
2001-10-10,32.14938,---,---,,---,0,,0.0,10424.821303000002
2001-10-11,32.66606,---,---,,---,0,,0.0,10424.821303000002
2001-10-12,32.56273,---,---,,---,0,,0.0,10424.821303000002
2001-10-15,32.6852,---,---,,---,0,,0.0,10424.821303000002
2001-10-16,33.12536,---,---,,---,0,,0.0,10424.821303000002
2001-10-17,32.18767,---,---,,---,0,,0.0,10424.821303000002
2001-10-18,31.98096,---,---,,---,0,,0.0,10424.821303000002
2001-10-19,32.37902,---,---,,---,0,,0.0,10424.821303000002
2001-10-22,32.66991,---,---,,---,0,,0.0,10424.821303000002
2001-10-23,32.45557,---,---,,---,0,,0.0,10424.821303000002
2001-10-24,32.66606,---,---,,---,0,,0.0,10424.821303000002
2001-10-25,33.39325,---,---,,---,0,,0.0,10424.821303000002
2001-10-26,33.39325,---,---,,---,0,,0.0,10424.821303000002
2001-10-29,32.72347,---,---,,---,0,,0.0,10424.821303000002
2001-10-30,32.03457,---,---,,---,0,,0.0,10424.821303000002
2001-10-31,32.57037,---,---,,---,0,,0.0,10424.821303000002
2001-11-01,33.14447,---,---,,---,0,,0.0,10424.821303000002
2001-11-02,32.91484,---,---,,---,0,,0.0,10424.821303000002
2001-11-05,33.39325,---,---,,---,0,,0.0,10424.821303000002
2001-11-06,33.87167,---,---,,---,0,,0.0,10424.821303000002
2001-11-07,33.64202,---,---,,---,0,,0.0,10424.821303000002
2001-11-08,33.56546,---,---,,---,0,,0.0,10424.821303000002
2001-11-09,33.45066,---,---,,---,0,,0.0,10424.821303000002
2001-11-12,33.58463,---,---,,---,0,,0.0,10424.821303000002
2001-11-13,34.19699,---,---,,---,0,,0.0,10424.821303000002
2001-11-14,34.53762,---,---,,---,0,,0.0,10424.821303000002
2001-11-15,34.40747,---,---,,---,0,,0.0,10424.821303000002
2001-11-16,34.44192,---,---,,---,0,,0.0,10424.821303000002
2001-11-19,34.8285,---,---,,---,0,,0.0,10424.821303000002
2001-11-20,34.62947,---,---,,---,0,,0.0,10424.821303000002
2001-11-21,34.51082,---,---,,---,0,,0.0,10424.821303000002
2001-11-23,35.01221,---,---,,---,0,,0.0,10424.821303000002
2001-11-26,35.1921,---,---,,---,0,,0.0,10424.821303000002
2001-11-27,35.07725,---,---,,---,0,,0.0,10424.821303000002
2001-11-28,34.4649,---,---,,---,0,,0.0,10424.821303000002
2001-11-29,35.47913,---,---,,---,0,,0.0,10424.821303000002
2001-11-30,35.05812,UP,---,,---,0,,0.0,10424.821303000002
2001-12-03,34.8285,---,---,,---,0,,0.0,10424.821303000002
2001-12-04,35.63224,---,---,,---,0,,0.0,10424.821303000002
2001-12-05,36.41681,UP,---,,---,0,,0.0,10424.821303000002
2001-12-06,36.9335,UP,---,,---,0,,0.0,10424.821303000002
2001-12-07,36.6541,UP,---,,---,0,,0.0,10424.821303000002
2001-12-10,36.0188,UP,---,,---,0,,0.0,10424.821303000002
2001-12-11,36.22545,UP,---,,---,0,,0.0,10424.821303000002
2001-12-12,36.28286,UP,---,,---,0,,0.0,10424.821303000002
2001-12-13,35.63606,UP,---,,---,0,,0.0,10424.821303000002
2001-12-14,36.04293,UP,BUY,35.812624,---,291,32.2336341442521,67.01904599999965,10491.840349000002
2001-12-17,36.73385,UP,---,35.812624,---,291,32.93575813996678,268.07676599999917,10692.898069000003
2001-12-18,37.06011,UP,---,35.812624,---,291,33.24749164757376,363.0184260000006,10787.839729000003
2001-12-19,36.77222,UP,---,35.812624,---,291,33.24749164757376,279.2424359999993,10704.063739000003
2001-12-20,36.19646,UP,---,35.812624,---,291,33.24749164757376,111.69627600000067,10536.517579000003
2001-12-21,36.92578,UP,---,35.812624,---,291,33.30585744116896,323.92839600000104,10748.749699000004
2001-12-24,37.09851,UP,---,35.812624,---,291,33.3508547025075,374.1928259999994,10799.014129000003
2001-12-26,37.42477,UP,---,35.812624,---,291,33.62750809747877,469.1344860000008,10893.955789000003
2001-12-27,37.57832,UP,---,35.812624,---,291,33.7118050029667,513.8175359999996,10938.638839000003
2001-12-28,37.6167,UP,---,35.812624,EXP,291,33.77914687009723,524.9861160000006,10949.807419000004
2001-12-31,36.98336,UP,---,,---,0,,0.0,10949.807419000004
2002-01-02,37.32496,UP,---,,---,0,,0.0,10949.807419000004
2002-01-03,37.84315,UP,---,,---,0,,0.0,10949.807419000004
2002-01-04,38.17327,UP,---,,---,0,,0.0,10949.807419000004
2002-01-07,37.55911,UP,---,,---,0,,0.0,10949.807419000004
2002-01-08,38.00053,UP,---,,---,0,,0.0,10949.807419000004
2002-01-09,37.6167,UP,---,,---,0,,0.0,10949.807419000004
2002-01-10,37.84703,UP,---,,---,0,,0.0,10949.807419000004
2002-01-11,37.38638,UP,---,,---,0,,0.0,10949.807419000004
2002-01-14,36.82982,UP,---,,---,0,,0.0,10949.807419000004
2002-01-15,37.07932,UP,BUY,36.921944,---,296,33.19696424097857,46.58329599999979,10996.390715000005
