Date,IWM_Close,TrendUp,InDay,Entry,OutDay,Position,StopLevel,MTM,Equity
2004-04-12,47.0316,UP,---,,---,0,,0.0,14997.151509000008
2004-04-13,45.93676,UP,---,,---,0,,0.0,14997.151509000008
2004-04-14,45.79496,UP,BUY,45.657118,---,328,43.80795455726493,45.212176000002046,15042.36368500001
2004-04-15,45.44051,UP,---,45.657118,---,328,43.81007220557115,-71.04742399999793,14926.10408500001
2004-04-16,45.78708,UP,---,45.657118,---,328,43.81007220557115,42.62753600000201,15039.77904500001
2004-04-19,46.12579,UP,---,45.657118,---,328,43.81342545837214,153.72441600000167,15150.87592500001
2004-04-20,45.10576,UP,---,45.657118,---,328,44.22531448230104,-180.84542400000015,14816.306085000007
2004-04-21,45.84223,UP,---,45.657118,---,328,44.25041449549294,60.71673600000122,15057.868245000009
2004-04-22,46.47237,UP,---,45.657118,---,328,44.36471130839282,267.4026560000003,15264.554165000009
2004-04-23,46.3739,UP,---,45.657118,---,328,44.3686785790769,235.10449600000067,15232.256005000008
2004-04-26,46.47237,UP,---,45.657118,---,328,44.5654217426743,267.4026560000003,15264.554165000009
2004-04-27,46.35422,UP,---,45.657118,EXP,328,44.57249916798319,228.64945600000033,15225.800965000008
2004-04-28,45.38538,UP,---,,---,0,,0.0,15225.800965000008
2004-04-29,44.48349,UP,---,,---,0,,0.0,15225.800965000008
2004-04-30,43.75885,UP,BUY,44.739496,---,340,42.47233885498166,-333.4196400000001,14892.381325000008
2004-05-03,44.33385,UP,---,44.739496,---,340,42.47233885498166,-137.9196400000015,15087.881325000008
2004-05-04,44.58197,UP,---,44.739496,---,340,42.77743799348826,-53.55884000000145,15172.242125000006
2004-05-05,44.77889,UP,---,44.739496,---,340,42.77743799348826,13.393959999998089,15239.194925000007
2004-05-06,44.12512,UP,---,44.739496,---,340,42.77743799348826,-208.88784,15016.913125000008
2004-05-07,42.86879,UP,---,44.739496,---,340,42.77743799348826,-636.0400400000019,14589.760925000006
2004-05-10,42.10868,UP,---,44.739496,STP,340,42.77743799348826,-894.477440000001,14331.323525000007
2004-05-11,43.02631,---,---,,---,0,,0.0,14331.323525000007
2004-05-12,43.35321,UP,---,,---,0,,0.0,14331.323525000007
2004-05-13,42.75851,UP,---,,---,0,,0.0,14331.323525000007
2004-05-14,42.59311,UP,---,,---,0,,0.0,14331.323525000007
2004-05-17,42.18747,---,---,,---,0,,0.0,14331.323525000007
2004-05-18,42.66399,---,---,,---,0,,0.0,14331.323525000007
2004-05-19,42.36072,---,---,,---,0,,0.0,14331.323525000007
2004-05-20,42.44738,---,---,,---,0,,0.0,14331.323525000007
2004-05-21,42.84515,---,---,,---,0,,0.0,14331.323525000007
2004-05-24,43.40043,---,---,,---,0,,0.0,14331.323525000007
2004-05-25,44.30628,UP,---,,---,0,,0.0,14331.323525000007
2004-05-26,44.60953,UP,---,,---,0,,0.0,14331.323525000007
2004-05-27,44.62133,UP,---,,---,0,,0.0,14331.323525000007
2004-05-28,44.7001,UP,---,,---,0,,0.0,14331.323525000007
2004-06-01,45.12543,UP,---,,---,0,,0.0,14331.323525000007
2004-06-02,44.97578,UP,---,,---,0,,0.0,14331.323525000007
2004-06-03,44.10936,UP,---,,---,0,,0.0,14331.323525000007
2004-06-04,44.66074,UP,---,,---,0,,0.0,14331.323525000007
2004-06-07,45.46808,UP,---,,---,0,,0.0,14331.323525000007
2004-06-08,45.42476,UP,---,,---,0,,0.0,14331.323525000007
2004-06-09,44.60166,UP,---,,---,0,,0.0,14331.323525000007
2004-06-10,44.77889,UP,---,,---,0,,0.0,14331.323525000007
2004-06-14,43.90063,UP,---,,---,0,,0.0,14331.323525000007
2004-06-15,44.7001,UP,BUY,44.195993,---,324,41.04103207044826,163.33066799999924,14494.654193000006
2004-06-16,44.78675,UP,---,44.195993,---,324,41.10781192316244,191.40526799999884,14522.728793000006
2004-06-17,44.67254,UP,---,44.195993,---,324,41.24219477462337,154.40122799999887,14485.724753000006
2004-06-18,44.82613,UP,---,44.195993,---,324,41.47234947430813,204.16438799999926,14535.487913000006
2004-06-21,44.64891,UP,---,44.195993,---,324,41.62692752624913,146.7451079999998,14478.068633000006
2004-06-22,44.99549,UP,---,44.195993,---,324,41.725255467582514,259.0370279999985,14590.360553000006
2004-06-23,45.67288,UP,---,44.195993,---,324,42.53575982329118,478.51138799999933,14809.834913000006
2004-06-24,45.50747,UP,---,44.195993,---,324,42.815632892011294,424.91854799999885,14756.242073000005
2004-06-25,46.04255,UP,---,44.195993,---,324,43.20086864163485,598.284467999999,14929.607993000005
2004-06-28,45.94774,UP,---,44.195993,EXP,324,43.35641671082728,567.5660280000005,14898.889553000008
2004-06-29,46.33078,UP,---,,---,0,,0.0,14898.889553000008
2004-06-30,46.59139,UP,---,,---,0,,0.0,14898.889553000008
2004-07-01,45.74241,UP,---,,---,0,,0.0,14898.889553000008
2004-07-02,45.88458,UP,---,,---,0,,0.0,14898.889553000008
2004-07-06,45.06323,UP,---,,---,0,,0.0,14898.889553000008
2004-07-07,45.00794,UP,BUY,45.000042,---,331,42.31551537407795,2.614237999999105,14901.503791000006
2004-07-08,44.19056,UP,---,45.000042,---,331,42.38571941086824,-267.9385420000009,14630.951011000006
2004-07-09,44.48277,UP,---,45.000042,---,331,42.45505579206869,-171.21703199999948,14727.672521000008
2004-07-12,44.2261,UP,---,45.000042,---,331,42.53968143571205,-256.1748019999994,14642.714751000009
2004-07-13,44.28532,UP,---,45.000042,---,331,42.61927948059688,-236.57298200000062,14662.316571000007
2004-07-14,44.02866,UP,---,45.000042,---,331,42.64065708694606,-321.5274419999995,14577.362111000008
2004-07-15,44.12737,UP,---,45.000042,---,331,42.64065708694606,-288.8544320000005,14610.035121000008
2004-07-16,43.63377,UP,---,45.000042,---,331,42.64527963542628,-452.2360320000007,14446.653521000007
2004-07-19,43.57849,---,---,45.000042,---,331,42.64527963542628,-470.53371199999947,14428.355841000008
2004-07-20,44.44329,---,---,45.000042,EXP,331,42.64527963542628,-184.284912000001,14714.604641000007
2004-07-21,43.04937,UP,---,,---,0,,0.0,14714.604641000007
2004-07-22,43.12045,---,---,,---,0,,0.0,14714.604641000007
2004-07-23,42.50444,---,---,,---,0,,0.0,14714.604641000007
2004-07-26,41.94766,---,---,,---,0,,0.0,14714.604641000007
2004-07-27,42.72952,---,---,,---,0,,0.0,14714.604641000007
2004-07-28,42.69398,---,---,,---,0,,0.0,14714.604641000007
2004-07-29,43.19942,---,---,,---,0,,0.0,14714.604641000007
2004-07-30,43.43633,---,---,,---,0,,0.0,14714.604641000007
2004-08-02,43.27839,---,---,,---,0,,0.0,14714.604641000007
2004-08-03,42.65844,---,---,,---,0,,0.0,14714.604641000007
2004-08-04,42.6229,---,---,,---,0,,0.0,14714.604641000007
2004-08-05,41.8371,---,---,,---,0,,0.0,14714.604641000007
2004-08-06,40.96047,---,---,,---,0,,0.0,14714.604641000007
2004-08-09,40.83016,---,---,,---,0,,0.0,14714.604641000007
2004-08-10,41.46987,---,---,,---,0,,0.0,14714.604641000007
2004-08-11,41.41459,---,---,,---,0,,0.0,14714.604641000007
2004-08-12,40.81833,---,---,,---,0,,0.0,14714.604641000007
2004-08-13,40.81041,---,---,,---,0,,0.0,14714.604641000007
2004-08-16,41.50937,---,---,,---,0,,0.0,14714.604641000007
2004-08-17,41.76998,---,---,,---,0,,0.0,14714.604641000007
2004-08-18,42.66238,---,---,,---,0,,0.0,14714.604641000007
2004-08-19,42.2991,---,---,,---,0,,0.0,14714.604641000007
2004-08-20,43.04937,---,---,,---,0,,0.0,14714.604641000007
2004-08-23,42.89141,---,---,,---,0,,0.0,14714.604641000007
2004-08-24,43.00986,---,---,,---,0,,0.0,14714.604641000007
2004-08-25,43.2547,---,---,,---,0,,0.0,14714.604641000007
2004-08-26,43.00198,---,---,,---,0,,0.0,14714.604641000007
2004-08-27,43.34158,---,---,,---,0,,0.0,14714.604641000007
2004-08-30,42.84797,---,---,,---,0,,0.0,14714.604641000007
2004-08-31,42.78084,---,---,,---,0,,0.0,14714.604641000007
2004-09-01,43.53506,---,---,,---,0,,0.0,14714.604641000007
2004-09-02,44.30112,---,---,,---,0,,0.0,14714.604641000007
2004-09-03,43.81147,---,---,,---,0,,0.0,14714.604641000007
2004-09-07,44.3643,---,---,,---,0,,0.0,14714.604641000007
2004-09-08,44.12737,UP,---,,---,0,,0.0,14714.604641000007
2004-09-09,44.49461,---,---,,---,0,,0.0,14714.604641000007
2004-09-10,44.90529,UP,---,,---,0,,0.0,14714.604641000007
2004-09-13,45.14616,UP,---,,---,0,,0.0,14714.604641000007
2004-09-14,45.05534,UP,---,,---,0,,0.0,14714.604641000007
2004-09-15,44.78287,UP,---,,---,0,,0.0,14714.604641000007
2004-09-16,45.26461,UP,---,,---,0,,0.0,14714.604641000007
2004-09-17,45.18565,UP,---,,---,0,,0.0,14714.604641000007
2004-09-20,44.98426,UP,---,,---,0,,0.0,14714.604641000007
2004-09-21,45.32384,UP,---,,---,0,,0.0,14714.604641000007
2004-09-22,44.55779,UP,---,,---,0,,0.0,14714.604641000007
2004-09-23,44.51435,UP,BUY,44.656505,---,329,41.65037786789585,-46.768995000000814,14667.835646000005
2004-09-24,44.59548,UP,---,44.656505,---,329,41.81293078123514,-20.077225000000254,14694.527416000006
2004-09-27,44.12053,UP,---,44.656505,---,329,41.81293078123514,-176.33577500000018,14538.268866000006
2004-09-28,44.64696,---,---,44.656505,---,329,41.81293078123514,-3.1403050000009216,14711.464336000006
2004-09-29,45.06256,UP,---,44.656505,---,329,41.859237508908535,133.59209499999832,14848.196736000005
2004-09-30,45.06256,UP,---,44.656505,---,329,42.09864557984813,133.59209499999832,14848.196736000005
2004-10-01,46.19851,UP,---,44.656505,---,329,42.91643943450608,507.31964499999873,15221.924286000005
2004-10-04,46.45973,UP,---,44.656505,---,329,43.33721772001338,593.2610249999992,15307.865666000005
2004-10-05,46.4162,UP,---,44.656505,---,329,43.33721772001338,578.9396550000002,15293.544296000007
2004-10-06,46.71702,UP,---,44.656505,EXP,329,43.33721772001338,677.9094349999984,15392.514076000005
2004-10-07,45.93727,UP,---,,---,0,,0.0,15392.514076000005
2004-10-08,45.35939,UP,---,,---,0,,0.0,15392.514076000005
2004-10-11,45.57314,UP,---,,---,0,,0.0,15392.514076000005
2004-10-12,45.46626,UP,---,,---,0,,0.0,15392.514076000005
2004-10-13,44.80529,UP,---,,---,0,,0.0,15392.514076000005
2004-10-14,44.51237,UP,BUY,44.852763,---,343,40.982912137512386,-116.75479900000204,15275.759277000003
2004-10-15,44.97151,---,---,44.852763,---,343,41.20499578601454,40.73022099999967,15433.244297000005
2004-10-18,45.1615,UP,---,44.852763,---,343,41.29258158945549,105.8967909999978,15498.410867000002
2004-10-19,44.69444,UP,---,44.852763,---,343,41.59009290814806,-54.30478900000099,15338.209287000003
2004-10-20,44.92797,---,---,44.852763,---,343,41.7327335231846,25.796000999999627,15418.310077000004
2004-10-21,45.49793,UP,---,44.852763,---,343,41.92684797437959,221.2922809999978,15613.806357000003
2004-10-22,44.72215,UP,---,44.852763,---,343,42.08380332273575,-44.800259000001326,15347.713817000003
2004-10-25,45.20109,---,---,44.852763,---,343,42.22339052584187,119.47616099999918,15511.990237000004
2004-10-26,45.79478,UP,---,44.852763,---,343,42.598430602443685,323.11183099999994,15715.625907000005
2004-10-27,46.24206,UP,---,44.852763,EXP,343,43.40851624053483,476.5288709999997,15869.042947000005
2004-10-28,46.07186,UP,---,,---,0,,0.0,15869.042947000005
2004-10-29,45.98873,UP,---,,---,0,,0.0,15869.042947000005
2004-11-01,46.35289,UP,---,,---,0,,0.0,15869.042947000005
2004-11-02,46.17081,UP,---,,---,0,,0.0,15869.042947000005
2004-11-03,46.91491,UP,---,,---,0,,0.0,15869.042947000005
2004-11-04,47.48884,UP,---,,---,0,,0.0,15869.042947000005
2004-11-05,47.70257,UP,---,,---,0,,0.0,15869.042947000005
2004-11-08,47.53631,UP,---,,---,0,,0.0,15869.042947000005
2004-11-09,47.70653,UP,---,,---,0,,0.0,15869.042947000005
2004-11-10,48.05087,UP,---,,---,0,,0.0,15869.042947000005
2004-11-11,48.52586,UP,---,,---,0,,0.0,15869.042947000005
2004-11-12,49.02061,UP,---,,---,0,,0.0,15869.042947000005
2004-11-15,49.29768,UP,---,,---,0,,0.0,15869.042947000005
2004-11-16,48.86227,UP,---,,---,0,,0.0,15869.042947000005
2004-11-17,49.12352,UP,---,,---,0,,0.0,15869.042947000005
2004-11-18,49.04831,UP,---,,---,0,,0.0,15869.042947000005
2004-11-19,48.52586,UP,---,,---,0,,0.0,15869.042947000005
2004-11-22,49.04041,UP,---,,---,0,,0.0,15869.042947000005
2004-11-23,49.34517,UP,---,,---,0,,0.0,15869.042947000005
2004-11-24,49.64202,UP,---,,---,0,,0.0,15869.042947000005
2004-11-26,49.67369,UP,---,,---,0,,0.0,15869.042947000005
2004-11-29,49.8518,UP,---,,---,0,,0.0,15869.042947000005
2004-11-30,50.21992,UP,---,,---,0,,0.0,15869.042947000005
2004-12-01,50.68697,UP,---,,---,0,,0.0,15869.042947000005
2004-12-02,50.61572,UP,---,,---,0,,0.0,15869.042947000005
2004-12-03,50.52071,UP,---,,---,0,,0.0,15869.042947000005
2004-12-06,50.28323,UP,---,,---,0,,0.0,15869.042947000005
2004-12-07,49.40057,UP,---,,---,0,,0.0,15869.042947000005
2004-12-08,49.95076,UP,BUY,49.475792,---,320,44.99875452889469,151.9897600000013,16021.032707000006
2004-12-09,49.57076,UP,---,49.475792,---,320,45.02518376082832,30.38976000000048,15899.432707000005
2004-12-10,49.95076,UP,---,49.475792,---,320,45.209904336612475,151.9897600000013,16021.032707000006
2004-12-13,50.49697,UP,---,49.475792,---,320,45.58720166320102,326.7769599999997,16195.819907000005
2004-12-14,50.77009,UP,---,49.475792,---,320,45.96785817286837,414.17536000000155,16283.218307000006
2004-12-15,51.19359,UP,---,49.475792,---,320,46.21118176173238,549.6953600000006,16418.738307000007
2004-12-16,50.79382,UP,---,49.475792,---,320,46.21118176173238,421.7689599999994,16290.811907000003
2004-12-17,50.588,UP,---,49.475792,---,320,46.21118176173238,355.9065600000008,16224.949507000005
2004-12-20,50.52864,UP,---,49.475792,---,320,46.21118176173238,336.9113600000014,16205.954307000005
2004-12-21,51.06298,UP,---,49.475792,EXP,320,46.21118176173238,507.9001600000015,16376.943107000006
2004-12-22,51.16191,UP,---,,---,0,,0.0,16376.943107000006
2004-12-23,51.29335,UP,---,,---,0,,0.0,16376.943107000006
2004-12-27,50.96377,UP,---,,---,0,,0.0,16376.943107000006
2004-12-28,51.63877,UP,---,,---,0,,0.0,16376.943107000006
2004-12-29,51.63482,UP,---,,---,0,,0.0,16376.943107000006
2004-12-30,51.45218,UP,---,,---,0,,0.0,16376.943107000006
2004-12-31,51.42039,UP,---,,---,0,,0.0,16376.943107000006
2005-01-03,50.75334,UP,---,,---,0,,0.0,16376.943107000006
2005-01-04,49.66537,UP,---,,---,0,,0.0,16376.943107000006
2005-01-05,48.67269,UP,BUY,49.609772,---,330,45.105773931961345,-309.2370599999989,16067.706047000009
2005-01-06,48.93079,UP,---,49.609772,---,330,45.37755770597059,-224.06405999999924,16152.879047000008
2005-01-07,48.38681,UP,---,49.609772,---,330,45.61806654071109,-403.5774600000008,15973.365647000006
2005-01-10,48.87917,UP,---,49.609772,---,330,45.796812353318764,-241.0986599999992,16135.844447000009
2005-01-11,48.28357,UP,---,49.609772,---,330,45.951553927538995,-437.6466600000007,15939.296447000006
2005-01-12,48.4821,UP,---,49.609772,---,330,46.11840722540549,-372.13175999999896,16004.811347000008
2005-01-13,48.33517,UP,---,49.609772,---,330,46.315201306982715,-420.61866000000055,15956.324447000006
2005-01-14,48.79578,UP,---,49.609772,---,330,46.47529668692968,-268.6173599999996,16108.325747000008
2005-01-18,49.3755,UP,---,49.609772,---,330,46.69029944898867,-77.30975999999906,16299.633347000008
2005-01-19,48.66872,UP,---,49.609772,EXP,330,46.84229028946694,-310.54715999999974,16066.395947000008
2005-01-20,48.37886,UP,---,,---,0,,0.0,16066.395947000008
2005-01-21,48.26769,UP,---,,---,0,,0.0,16066.395947000008
2005-01-24,47.89843,UP,---,,---,0,,0.0,16066.395947000008
2005-01-25,48.0215,UP,BUY,48.108855,---,333,45.82543014606665,-29.089214999998397,16037.30673200001
2005-01-26,48.66078,UP,---,48.108855,---,333,46.1011240030737,183.7910250000014,16250.186972000009
2005-01-27,48.79976,UP,---,48.108855,---,333,46.437644935485466,230.07136500000024,16296.467312000008
2005-01-28,48.76004,UP,---,48.108855,---,333,46.437644935485466,216.84460499999938,16283.240552000007
2005-01-31,49.33183,UP,---,48.108855,---,333,46.71844970617848,407.2506749999994,16473.646622000007
2005-02-01,49.60977,UP,---,48.108855,---,333,47.07705369793612,499.8046949999997,16566.20064200001
2005-02-02,49.98698,UP,---,48.108855,---,333,47.33116950114046,625.4156250000015,16691.811572000006
2005-02-03,49.71302,UP,---,48.108855,---,333,47.340686287829584,534.1869450000006,16600.582892000006
2005-02-04,50.34039,UP,---,48.108855,---,333,47.800550892290005,743.1011550000003,16809.49710200001
2005-02-07,50.32849,UP,---,48.108855,EXP,333,48.00084677714864,739.1384550000013,16805.534402000012
2005-02-08,50.45156,UP,---,,---,0,,0.0,16805.534402000012
2005-02-09,49.3755,UP,---,,---,0,,0.0,16805.534402000012
2005-02-10,49.46287,UP,---,,---,0,,0.0,16805.534402000012
2005-02-11,50.26891,UP,---,,---,0,,0.0,16805.534402000012
2005-02-14,50.22523,UP,---,,---,0,,0.0,16805.534402000012
2005-02-15,50.26891,UP,---,,---,0,,0.0,16805.534402000012
2005-02-16,50.4198,UP,---,,---,0,,0.0,16805.534402000012
2005-02-17,49.97509,UP,---,,---,0,,0.0,16805.534402000012
2005-02-18,49.85201,UP,---,,---,0,,0.0,16805.534402000012
2005-02-22,48.87917,UP,---,,---,0,,0.0,16805.534402000012
2005-02-23,49.16903,UP,BUY,49.030056,---,342,46.816219390656315,47.52910799999914,16853.06351000001
2005-02-24,49.62963,UP,---,49.030056,---,342,47.042856206936385,205.05430799999897,17010.58871000001
2005-02-25,50.45554,UP,---,49.030056,---,342,47.8094482132347,487.5155279999991,17293.049930000012
2005-02-28,50.14186,UP,---,49.030056,---,342,47.882276152759324,380.23696799999976,17185.771370000013
2005-03-01,50.52701,UP,---,49.030056,---,342,48.02553017478268,511.9582679999984,17317.49267000001
2005-03-02,50.43568,UP,---,49.030056,---,342,48.33018282984267,480.72340799999864,17286.257810000014
2005-03-03,50.47935,UP,---,49.030056,---,342,48.34498754293903,495.6585479999982,17301.19295000001
2005-03-04,51.09878,UP,---,49.030056,---,342,48.6071907093609,707.5036079999986,17513.03801000001
2005-03-07,50.97173,UP,---,49.030056,---,342,48.72521537968625,664.0525079999996,17469.586910000013
2005-03-08,50.4873,UP,---,49.030056,EXP,342,48.73067449927979,498.37744799999854,17303.91185000001
2005-03-09,49.91552,UP,---,,---,0,,0.0,17303.91185000001
2005-03-10,49.70109,UP,BUY,49.986979,---,346,47.79596749568153,-98.9175939999991,17204.994256000013
2005-03-11,49.66537,UP,---,49.986979,---,346,47.83578222855238,-111.27671399999832,17192.63513600001
2005-03-14,50.03859,UP,---,49.986979,---,346,47.93491779772427,17.85740600000041,17321.76925600001
2005-03-15,49.70109,UP,---,49.986979,---,346,48.08873621581188,-98.9175939999991,17204.994256000013
2005-03-16,49.42315,UP,---,49.986979,---,346,48.18386578151518,-195.08483399999943,17108.82701600001
2005-03-17,49.42315,UP,---,49.986979,---,346,48.28373070154627,-195.08483399999943,17108.82701600001
2005-03-18,49.15712,UP,---,49.986979,---,346,48.32866424781733,-287.13121399999966,17016.78063600001
2005-03-21,49.21668,UP,---,49.986979,---,346,48.32866424781733,-266.52345400000047,17037.38839600001
2005-03-22,48.87917,UP,---,49.986979,---,346,48.34427882153494,-383.30191399999865,16920.60993600001
2005-03-23,48.52181,UP,---,49.986979,EXP,346,48.34427882153494,-506.9484739999986,16796.96337600001
2005-03-24,48.70049,UP,BUY,48.780261,---,344,47.15400010208657,-27.441224000000318,16769.522152000012
2005-03-28,48.72044,UP,---,48.780261,---,344,47.15400010208657,-20.578423999999814,16776.38495200001
2005-03-29,48.02245,UP,---,48.780261,---,344,47.173219821770644,-260.6869840000013,16536.27639200001
2005-03-30,48.72842,UP,---,48.780261,---,344,47.173219821770644,-17.83330400000108,16779.13007200001
2005-03-31,48.72044,UP,---,48.780261,---,344,47.173219821770644,-20.578423999999814,16776.38495200001
2005-04-01,48.51702,UP,---,48.780261,---,344,47.23358113701964,-90.55490400000025,16706.40847200001
2005-04-04,48.6965,UP,---,48.780261,---,344,47.23358113701964,-28.813784000000908,16768.149592000012
2005-04-05,48.78427,UP,---,48.780261,---,344,47.23358113701964,1.3790959999987535,16798.34247200001
2005-04-06,48.93583,UP,---,48.780261,---,344,47.29621013842622,53.51573599999995,16850.47911200001
2005-04-07,49.12728,UP,---,48.780261,EXP,344,47.33374314350248,119.37453599999861,16916.33791200001
2005-04-08,48.3814,UP,---,,---,0,,0.0,16916.33791200001
2005-04-11,48.1421,UP,---,,---,0,,0.0,16916.33791200001
2005-04-12,48.59282,UP,---,,---,0,,0.0,16916.33791200001
2005-04-13,47.7233,UP,---,,---,0,,0.0,16916.33791200001
2005-04-14,46.76603,UP,---,,---,0,,0.0,16916.33791200001
2005-04-15,46.12387,---,---,,---,0,,0.0,16916.33791200001
2005-04-18,46.41904,---,---,,---,0,,0.0,16916.33791200001
2005-04-19,47.18485,---,---,,---,0,,0.0,16916.33791200001
2005-04-20,46.44696,UP,---,,---,0,,0.0,16916.33791200001
2005-04-21,47.58369,---,---,,---,0,,0.0,16916.33791200001
2005-04-22,46.81391,UP,---,,---,0,,0.0,16916.33791200001
2005-04-25,47.24466,---,---,,---,0,,0.0,16916.33791200001
2005-04-26,46.57856,UP,---,,---,0,,0.0,16916.33791200001
2005-04-27,46.55864,---,---,,---,0,,0.0,16916.33791200001
2005-04-28,45.37003,---,---,,---,0,,0.0,16916.33791200001
2005-04-29,45.96432,---,---,,---,0,,0.0,16916.33791200001
2005-05-02,46.43499,---,---,,---,0,,0.0,16916.33791200001
2005-05-03,46.66634,---,---,,---,0,,0.0,16916.33791200001
2005-05-04,47.18485,---,---,,---,0,,0.0,16916.33791200001
2005-05-05,47.17685,---,---,,---,0,,0.0,16916.33791200001
2005-05-06,47.34438,---,---,,---,0,,0.0,16916.33791200001
2005-05-09,47.79908,UP,---,,---,0,,0.0,16916.33791200001
2005-05-10,47.22871,UP,---,,---,0,,0.0,16916.33791200001
2005-05-11,47.25264,---,---,,---,0,,0.0,16916.33791200001
2005-05-12,46.5068,---,---,,---,0,,0.0,16916.33791200001
2005-05-13,46.33928,---,---,,---,0,,0.0,16916.33791200001
2005-05-16,47.05321,---,---,,---,0,,0.0,16916.33791200001
2005-05-17,47.33242,---,---,,---,0,,0.0,16916.33791200001
2005-05-18,48.2817,---,---,,---,0,,0.0,16916.33791200001
2005-05-19,48.40135,UP,---,,---,0,,0.0,16916.33791200001
2005-05-20,48.34153,UP,---,,---,0,,0.0,16916.33791200001
2005-05-23,48.66061,UP,---,,---,0,,0.0,16916.33791200001
2005-05-24,48.46119,UP,---,,---,0,,0.0,16916.33791200001
2005-05-25,48.09821,UP,---,,---,0,,0.0,16916.33791200001
2005-05-26,48.76831,UP,---,,---,0,,0.0,16916.33791200001
2005-05-27,49.03953,UP,---,,---,0,,0.0,16916.33791200001
2005-05-31,48.93583,UP,---,,---,0,,0.0,16916.33791200001
2005-06-01,49.49024,UP,---,,---,0,,0.0,16916.33791200001
2005-06-02,49.62584,UP,---,,---,0,,0.0,16916.33791200001
2005-06-03,49.26289,UP,---,,---,0,,0.0,16916.33791200001
2005-06-06,49.44635,UP,---,,---,0,,0.0,16916.33791200001
2005-06-07,49.54607,UP,---,,---,0,,0.0,16916.33791200001
2005-06-08,49.23097,UP,---,,---,0,,0.0,16916.33791200001
2005-06-09,49.7136,UP,---,,---,0,,0.0,16916.33791200001
2005-06-10,49.8173,UP,---,,---,0,,0.0,16916.33791200001
2005-06-13,50.04066,UP,---,,---,0,,0.0,16916.33791200001
2005-06-14,50.47142,UP,---,,---,0,,0.0,16916.33791200001
2005-06-15,50.60704,UP,---,,---,0,,0.0,16916.33791200001
2005-06-16,51.10162,UP,---,,---,0,,0.0,16916.33791200001
2005-06-17,51.06973,UP,---,,---,0,,0.0,16916.33791200001
2005-06-20,50.9146,UP,---,,---,0,,0.0,16916.33791200001
2005-06-21,51.05851,UP,---,,---,0,,0.0,16916.33791200001
2005-06-22,51.17845,UP,---,,---,0,,0.0,16916.33791200001
2005-06-23,50.27498,UP,---,,---,0,,0.0,16916.33791200001
2005-06-24,49.73928,UP,---,,---,0,,0.0,16916.33791200001
2005-06-27,49.8672,UP,BUY,49.795242,---,339,46.027344483192195,24.393761999998333,16940.731674000006
2005-06-28,50.64276,UP,---,49.795242,---,339,47.04342555604171,287.3086020000003,17203.64651400001
2005-06-29,51.04253,UP,---,49.795242,---,339,47.20539883802515,422.8306319999991,17339.168544000007
2005-06-30,50.93059,UP,---,49.795242,---,339,47.35514317926504,384.88297200000017,17301.22088400001
2005-07-01,51.15447,UP,---,49.795242,---,339,47.35514317926504,460.77829200000053,17377.11620400001
2005-07-05,51.96201,UP,---,49.795242,---,339,47.88711500017239,734.5343519999992,17650.87226400001
2005-07-06,51.49027,UP,---,49.795242,---,339,47.88711500017239,574.6144920000003,17490.95240400001
2005-07-07,51.63419,UP,---,49.795242,---,339,47.88711500017239,623.4033719999983,17539.741284000007
2005-07-08,52.74556,UP,---,49.795242,---,339,48.422967630269994,1000.1578019999986,17916.495714000008
2005-07-11,53.39317,UP,---,49.795242,EXP,339,49.0891761352242,1219.6975919999986,18136.035504000007
2005-07-12,53.22527,UP,---,,---,0,,0.0,18136.035504000007
2005-07-13,53.10534,UP,---,,---,0,,0.0,18136.035504000007
2005-07-14,52.72156,UP,---,,---,0,,0.0,18136.035504000007
2005-07-15,52.76952,UP,---,,---,0,,0.0,18136.035504000007
2005-07-18,52.46569,UP,---,,---,0,,0.0,18136.035504000007
2005-07-19,53.20129,UP,---,,---,0,,0.0,18136.035504000007
2005-07-20,53.84889,UP,---,,---,0,,0.0,18136.035504000007
2005-07-21,53.00938,UP,---,,---,0,,0.0,18136.035504000007
2005-07-22,53.82493,UP,---,,---,0,,0.0,18136.035504000007
2005-07-25,53.47311,UP,---,,---,0,,0.0,18136.035504000007
2005-07-26,53.63305,UP,---,,---,0,,0.0,18136.035504000007
2005-07-27,53.78494,UP,---,,---,0,,0.0,18136.035504000007
2005-07-28,54.33666,UP,---,,---,0,,0.0,18136.035504000007
2005-07-29,54.28064,UP,---,,---,0,,0.0,18136.035504000007
2005-08-01,54.25668,UP,---,,---,0,,0.0,18136.035504000007
2005-08-02,54.66444,UP,---,,---,0,,0.0,18136.035504000007
2005-08-03,54.39259,UP,---,,---,0,,0.0,18136.035504000007
2005-08-04,53.48112,UP,---,,---,0,,0.0,18136.035504000007
2005-08-05,52.74556,UP,---,,---,0,,0.0,18136.035504000007
2005-08-08,52.56165,UP,BUY,52.905451,---,342,48.51682538777377,-117.5799419999997,18018.455562000006
2005-08-09,52.6416,UP,---,52.905451,---,342,48.672571440198546,-90.23704200000086,18045.798462000006
2005-08-10,52.56963,UP,---,52.905451,---,342,48.963614006614606,-114.85078200000096,18021.184722000005
2005-08-11,53.02538,UP,---,52.905451,---,342,49.060878390182495,41.01571799999968,18177.051222000006
2005-08-12,52.38574,UP,---,52.905451,---,342,49.16401128134484,-177.74116200000032,17958.29434200001
2005-08-15,52.94542,UP,---,52.905451,---,342,49.248476494606585,13.669397999999745,18149.70490200001
